Process ID,n_reads,n_aligned,cov_min,cov_max,cov_avg,skipped_reads_low_rel_score,length
UNIFI025-23,4468,15969367,0.0,599.0,256.4561403508772,1386,1539
UNIFI026-23,36731,10862006,0.0,4426.0,2076.4990253411306,11345,1539
UNIFI027-23,16367,37268058,0.0,2328.0,865.7894736842105,4676,1539
UNIFI028-23,46,449698,0.0,9.0,2.664717348927875,18,1539
UNIFI029-23,212,3005258,0.0,31.0,10.532163742690058,43,1539
UNIFI030-23,2772,6416086,0.0,599.0,136.906432748538,434,1539
UNIFI031-23,403,3742834,0.0,69.0,21.2729044834308,128,1539
UNIFI032-23,1236,6307918,0.0,313.0,55.11695906432749,180,1539
UNIFI033-23,151,2796251,0.0,21.0,7.658869395711501,46,1539
UNIFI034-23,63,442101,0.0,13.0,3.3801169590643276,23,1539
UNIFI035-23,4833,23102571,2.0,944.0,263.4313725490196,523,1530
UNIFI036-23,144,1537826,0.0,32.0,7.398039215686275,21,1530
UNIFI037-23,1013,6801522,0.0,175.0,53.37647058823529,658,1530
UNIFI038-23,363,4990887,0.0,91.0,17.71764705882353,141,1530
UNIFI039-23,365,4363391,0.0,63.0,17.03529411764706,58,1530
UNIFI040-23,551,14108489,0.0,108.0,29.60078277886497,281,1533
UNIFI041-23,1997,7791810,0.0,360.0,91.27592954990216,671,1533
UNIFI042-23,2765,5149610,0.0,268.0,146.95098039215685,300,1530
UNIFI043-23,116,3357976,0.0,36.0,6.652941176470589,37,1530
UNIFI044-23,40,1401716,0.0,8.0,2.1215686274509804,10,1530
UNIFI045-23,977,1959326,0.0,118.0,62.01764705882353,95,1530
UNIFI046-23,194,5112850,0.0,34.0,12.558823529411764,131,1530
UNIFI047-23,169,2848360,0.0,33.0,9.760784313725491,176,1530
UNIFI048-23,24,17346473,0.0,20.0,1.2980392156862746,199,1530
UNIFI049-23,15958,11167655,0.0,3112.0,771.4696673189824,5698,1533
UNIFI050-23,10308,4937124,0.0,1683.0,560.3248532289629,5086,1533
UNIFI051-23,159,2380607,0.0,22.0,9.803921568627452,290,1530
UNIFI052-23,159,4321705,0.0,21.0,10.013725490196078,41,1530
UNIFI053-23,22,229279,0.0,6.0,1.1568627450980393,22,1530
UNIFI054-23,73,2816424,0.0,16.0,4.0627450980392155,36,1530
UNIFI055-23,1536,13186901,0.0,251.0,87.0921568627451,115,1530
UNIFI056-23,7229,14466144,0.0,1030.0,394.2647058823529,695,1530
UNIFI057-23,141,648633,0.0,29.0,7.027450980392157,40,1530
UNIFI058-23,280,8252108,0.0,35.0,13.915686274509804,31,1530
UNIFI059-23,123,1855966,0.0,20.0,6.007843137254902,26,1530
UNIFI060-23,188,970080,0.0,51.0,9.503921568627451,24,1530
UNIFI061-23,1479,11298066,0.0,174.0,78.61372549019607,215,1530
UNIFI062-23,424,7024421,0.0,67.0,22.603921568627452,64,1530
UNIFI063-23,61,353530,0.0,9.0,3.111764705882353,30,1530
UNIFI064-23,2506,3984661,0.0,235.0,159.2156862745098,287,1530
UNIFI065-23,1932,8656738,0.0,260.0,108.47843137254903,294,1530
UNIFI066-23,489,2240682,0.0,60.0,29.515686274509804,49,1530
UNIFI067-23,592,13945747,0.0,92.0,33.61960784313725,276,1530
UNIFI068-23,9285,22714803,0.0,2135.0,496.2407045009785,3217,1533
UNIFI069-23,32725,24484444,0.0,6605.0,1616.894324853229,10994,1533
UNIFI070-23,256,2744328,0.0,49.0,14.489236790606654,161,1533
UNIFI071-23,79,327528,0.0,12.0,4.158512720156556,37,1533
UNIFI072-23,37,214225,0.0,8.0,2.1095890410958904,15,1533
UNIFI073-23,2290,1707643,0.0,440.0,121.54598825831702,790,1533
UNIFI074-23,959,518483,0.0,128.0,51.46379647749511,438,1533
UNIFI075-23,55,1138680,0.0,16.0,3.2778864970645794,22,1533
UNIFI076-23,2611,19536182,0.0,736.0,161.6086105675147,998,1533
UNIFI077-23,1215,5714380,0.0,336.0,72.25831702544032,404,1533
UNIFI078-23,619,11691820,0.0,105.0,34.031311154598825,249,1533
UNIFI079-23,293,2321069,0.0,62.0,16.50293542074364,116,1533
UNIFI080-23,951,6168316,0.0,122.0,60.60078277886497,430,1533
UNIFI081-23,403,12839450,0.0,67.0,19.270058708414872,134,1533
UNIFI082-23,1637,17235127,0.0,238.0,80.866927592955,703,1533
UNIFI083-23,512,2047728,0.0,92.0,32.65949119373777,261,1533
UNIFI084-23,73,861097,0.0,12.0,3.9217221135029354,41,1533
UNIFI085-23,4740,5912408,0.0,1015.0,257.7162426614481,1944,1533
UNIFI086-23,8121,10802210,0.0,1431.0,624.7592954990215,5648,1533
UNIFI087-23,4357,8298163,0.0,759.0,323.4481409001957,3009,1533
UNIFI088-23,92,691608,0.0,15.0,4.898238747553816,62,1533
UNIFI089-23,4781,2959306,0.0,559.0,269.5342465753425,2087,1533
UNIFI090-23,1530,13351006,0.0,222.0,93.01174168297456,1177,1533
UNIFI091-23,1077,1154069,0.0,220.0,49.32093933463796,313,1533
UNIFI092-23,172,2671548,0.0,35.0,8.459882583170254,77,1533
UNIFI093-23,3780,21450154,0.0,752.0,178.7495107632094,1249,1533
UNIFI094-23,7041,5883639,0.0,1013.0,339.0215264187867,2435,1533
UNIFI095-23,167,6250792,0.0,22.0,8.219178082191782,86,1533
UNIFI096-23,505,1610513,0.0,80.0,30.686159844054583,348,1539
UNIFI097-23,1456,5124456,0.0,272.0,99.8635477582846,246,1539
UNIFI098-23,1087,2020733,0.0,212.0,65.4541910331384,135,1539
UNIFI099-23,1871,1405438,0.0,354.0,113.08382066276803,206,1539
UNIFI100-23,230,3716109,0.0,34.0,12.769980506822613,72,1539
UNIFI101-23,36,79539,0.0,10.0,2.050682261208577,22,1539
UNIFI102-23,73,9545819,0.0,21.0,3.6569200779727096,36,1539
UNIFI103-23,57,9178175,0.0,11.0,3.6569200779727096,21,1539
UNIFI104-23,569,941948,0.0,90.0,46.54385964912281,224,1539
UNIFI105-23,2465,5649581,0.0,366.0,218.9551656920078,1063,1539
UNIFI106-23,494,908689,0.0,99.0,36.2729044834308,212,1539
UNIFI107-23,184,6347668,0.0,61.0,10.12280701754386,75,1539
UNIFI108-23,41,1909267,0.0,9.0,2.5224171539961016,19,1539
UNIFI109-23,350,1185538,0.0,56.0,18.389863547758285,142,1539
UNIFI110-23,3321,11646385,0.0,910.0,195.4346978557505,1256,1539
UNIFI111-23,18882,5368386,0.0,4103.0,1313.1715399610137,6413,1539
UNIFI112-23,15,119982,0.0,5.0,0.7855750487329435,25,1539
UNIFI113-23,602,1344208,0.0,159.0,52.551656920077974,485,1539
UNIFI114-23,1614,996660,0.0,247.0,110.01754385964912,866,1539
UNIFI115-23,311,10085118,0.0,47.0,20.08187134502924,86,1539
UNIFI116-23,355,4180281,0.0,53.0,21.263157894736842,105,1539
UNIFI117-23,70,573752,0.0,19.0,3.98635477582846,26,1539
UNIFI118-23,226,2578562,0.0,49.0,12.695906432748538,650,1539
UNIFI119-23,6485,9801985,0.0,1045.0,344.8333333333333,996,1530
UNIFI120-23,1915,3676342,0.0,216.0,103.36842105263158,434,1539
UNIFI121-23,515,953301,0.0,63.0,28.27095516569201,84,1539
UNIFI122-23,3733,2375379,0.0,480.0,215.71345029239765,1231,1539
UNIFI123-23,108,170515,0.0,21.0,5.756335282651072,25,1539
UNIFI124-23,1085,213198,0.0,166.0,55.88109161793372,106,1539
UNIFI125-23,177,74446,0.0,27.0,8.799220272904483,19,1539
UNIFI126-23,1283,324841,0.0,205.0,66.55945419103314,184,1539
UNIFI127-23,10476,1317909,0.0,1175.0,545.6569200779727,1102,1539
UNIFI128-23,187,2056858,0.0,36.0,11.382066276803119,172,1539
UNIFI129-23,33,262952,0.0,7.0,1.9415204678362572,30,1539
UNIFI130-23,103,333514,0.0,15.0,5.592592592592593,50,1539
UNIFI131-23,769,243754,0.0,104.0,43.84795321637427,118,1539
UNIFI132-23,404,540968,0.0,71.0,26.24313725490196,258,1530
UNIFI133-23,67,693676,0.0,13.0,4.378167641325536,48,1539
UNIFI134-23,28,122731,0.0,8.0,1.847953216374269,7,1539
UNIFI135-23,2812,9943736,0.0,395.0,204.51267056530213,747,1539
UNIFI136-23,1223,7810218,0.0,148.0,72.23196881091619,370,1539
UNIFI137-23,40,2984186,0.0,6.0,2.317738791423002,12,1539
UNIFI138-23,160,1209865,0.0,36.0,8.144249512670566,30,1539
UNIFI139-23,226,488009,0.0,37.0,14.448343079922028,54,1539
UNIFI140-23,4781,16536494,0.0,768.0,348.8460038986355,1216,1539
UNIFI141-23,2610,6506845,0.0,307.0,194.50097465886938,406,1539
UNIFI142-23,9,112386,0.0,2.0,0.5165692007797271,10,1539
UNIFI143-23,34,135068,0.0,6.0,1.95906432748538,17,1539
UNIFI144-23,269,374109,0.0,73.0,14.87719298245614,49,1539
UNIFI145-23,4041,7865249,0.0,733.0,238.6315789473684,465,1539
UNIFI146-23,488,4256060,0.0,73.0,40.66081871345029,150,1539
UNIFI147-23,5162,5752374,0.0,662.0,339.00779727095517,918,1539
UNIFI148-23,29,69704,0.0,5.0,1.4795321637426901,9,1539
UNIFI149-23,33,821730,0.0,6.0,1.9883040935672514,9,1539
UNIFI150-23,216,2117570,0.0,38.0,12.980506822612085,90,1539
UNIFI151-23,395,4026649,0.0,105.0,18.98635477582846,143,1539
UNIFI152-23,34,99186,0.0,7.0,1.8421052631578947,6,1539
UNIFI153-23,29,55998,0.0,6.0,1.838206627680312,10,1539
UNIFI154-23,15,64457,0.0,5.0,0.9337231968810916,9,1539
UNIFI155-23,36,410212,0.0,9.0,1.9668615984405458,7,1539
UNIFI156-23,4274,8463073,0.0,1023.0,297.9434697855751,1757,1539
UNIFI157-23,941,1949957,0.0,204.0,59.5692007797271,470,1539
UNIFI158-23,63,2343064,0.0,11.0,4.46588693957115,14,1539
UNIFI159-23,5732,12498010,0.0,899.0,360.9785575048733,1461,1539
UNIFI160-23,281,10610821,0.0,59.0,26.992202729044834,123,1539
UNIFI161-23,224,2621489,0.0,33.0,13.072124756335283,60,1539
UNIFI162-23,15,618768,0.0,4.0,0.8187134502923976,12,1539
UNIFI163-23,272,324948,0.0,42.0,21.717348927875243,82,1539
UNIFI164-23,501,546995,0.0,138.0,30.957115009746587,136,1539
UNIFI165-23,170,2593684,0.0,48.0,10.748538011695906,32,1539
UNIFI166-23,21,186318,0.0,3.0,1.2475633528265107,13,1539
UNIFI167-23,508,4546203,0.0,66.0,30.45614035087719,102,1539
UNIFI168-23,12,75204,0.0,5.0,0.7602339181286549,12,1539
UNIFI169-23,198,1039486,0.0,59.0,13.900584795321638,113,1539
UNIFI170-23,1325,5737368,0.0,208.0,102.51851851851852,293,1539
UNIFI171-23,668,1488647,0.0,98.0,50.28265107212476,133,1539
UNIFI172-23,50,4704154,0.0,7.0,3.128654970760234,50,1539
UNIFI173-23,1592,1709383,0.0,245.0,139.59259259259258,334,1539
UNIFI174-23,189,816469,0.0,29.0,14.483430799220272,45,1539
UNIFI175-23,276,1880276,0.0,53.0,16.278752436647174,48,1539
UNIFI176-23,358,339087,0.0,57.0,19.337231968810915,67,1539
UNIFI177-23,7641,1679902,0.0,831.0,493.140350877193,1279,1539
UNIFI178-23,2719,8893495,0.0,406.0,182.67056530214424,575,1539
UNIFI179-23,1776,2005848,0.0,283.0,151.635477582846,408,1539
UNIFI180-23,338,870048,0.0,46.0,24.709551656920077,81,1539
UNIFI181-23,3447,10547698,0.0,476.0,212.92202729044834,664,1539
UNIFI182-23,46,145538,0.0,12.0,2.576998050682261,18,1539
UNIFI183-23,62,123688,0.0,16.0,4.269005847953216,16,1539
UNIFI184-23,29,428666,0.0,11.0,1.6510721247563354,40,1539
UNIFI185-23,1179,3033590,0.0,183.0,83.88109161793372,310,1539
UNIFI186-23,12,303558,0.0,4.0,0.6257309941520468,38,1539
UNIFI187-23,50,350922,0.0,12.0,2.9239766081871346,19,1539
UNIFI188-23,227,9111650,0.0,43.0,12.426900584795321,56,1539
UNIFI189-23,478,1277273,0.0,83.0,30.549707602339183,123,1539
UNIFI190-23,24,4277499,0.0,5.0,1.4990253411306043,15,1539
