ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	is_valid	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	timestamp
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Chamaemyiidae	BLAST	family	False	657	658	Hybotidae	27844	Chamaemyia geniculata	0	2025-01-25 21:35:53
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ephydridae	BLAST	family	True	657	658	Drosophilidae,Ephydridae	8029	Hecamede albicans	0	2025-01-25 21:37:10
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Dolichopodidae	BLAST	family	True	656	658	Dolichopodidae	47484	Dolichopus acuticornis	0	2025-01-25 21:38:30
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tenthredinidae	BLAST	family	True	657	658	Tenthredinidae	47686	Dolerus sp.	0	2025-01-25 21:39:41
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	655	657	Linyphiidae	40918	Walckenaeria nudipalpis	0	2025-01-25 21:40:42
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	656	658	Linyphiidae	10470	Microneta viaria	0	2025-01-25 21:41:38
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	655	658	Linyphiidae	10476	Hypomma bituberculatum	0	2025-01-25 21:42:34
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	True	655	658	Ichneumonidae	41040	Coelichneumon haemorrhoidalis	0	2025-01-25 21:43:57
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	True	656	658	Ichneumonidae	48110	Ophion minutus	0	2025-01-25 21:45:11
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	643	649		30119	Phymatolithon lenormandii	0	2025-01-25 21:46:07
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Halichondriidae	BLAST	family	False	626	652		48183	Halichondria panicea	9	2025-01-25 21:47:01
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Theridiidae	BLAST	family	True	656	658	Theridiidae	41549	Steatoda grossa	0	2025-01-25 21:47:57
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cladophoraceae	BLAST	family	False	617	652		30148	Cladophora albida	0	2025-01-25 21:48:48
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Acinetosporaceae	BLAST	family	False	613	649		48199	Pylaiella littoralis	0	2025-01-25 21:49:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ceramiaceae	BLAST	family	False	644	652		48298	Ceramium virgatum	6	2025-01-25 21:50:45
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	594	649		30367	Ulva australis	0	2025-01-25 21:51:36
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Callithamniaceae	BLAST	family	False	617	652		30374	Callithamnion corymbosum	0	2025-01-25 21:52:26
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ceramiaceae	BLAST	family	False	617	652		30375	Ceramium gaditanum	0	2025-01-25 21:53:17
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Palaemonidae	BLAST	family	False	673	677		30379	Palaemon elegans	0	2025-01-25 21:54:13
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Solieriaceae	BLAST	family	False	616	652		30416	Agardhiella subulata	0	2025-01-25 21:55:04
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Erythrotrichiaceae	BLAST	family	False	648	652		48400	Erythrocladia sp.	9	2025-01-25 21:56:25
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Rhodomelaceae	BLAST	family	False	646	652		30491	Osmundea pinnatifida	6	2025-01-25 21:57:15
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Mactridae	BLAST	family	False	626	658		51702	Spisula solida	0	2025-01-25 21:58:15
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Rhodomelaceae	BLAST	family	False	646	652		30498	Osmundea osmunda	5	2025-01-25 21:59:06
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Champiaceae	BLAST	family	False	646	652		30501	Gastroclonium ovatum	5	2025-01-25 21:59:56
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Rhodomelaceae	BLAST	family	False	649	652		48408	Vertebrata fucoides	13	2025-01-25 22:00:47
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ceramiaceae	BLAST	family	False	649	652		48415	Ceramium diaphanum	13	2025-01-25 22:01:37
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Gnaphosidae	BLAST	family	False	661	664	Diplocentridae,Theraphosidae,Ctenizidae,Idiopidae,Filistatidae	13801	Trachyzelotes pedestris	0	2025-01-25 22:02:37
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Callithamniaceae	BLAST	family	False	654	685		30586	Callithamnion corymbosum	0	2025-01-25 22:03:27
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Derbesiaceae	BLAST	family	False	654	685		30588	Derbesia marina	0	2025-01-25 22:04:18
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hybotidae	BLAST	family	False	661	664	Calopterygidae,Tenebrionidae,Mymaridae,Eucharitidae	30610	Platypalpus cursitans	0	2025-01-25 22:06:18
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Corallinaceae	BLAST	family	False	631	652		30634	Pneophyllum confervicola	14	2025-01-25 22:07:08
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Codiaceae	BLAST	family	False	617	652		48455	Codium fragile	0	2025-01-25 22:07:59
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	619	652		30656	Blidingia marginata	0	2025-01-25 22:08:54
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Diptera	BLAST	order	True	627	629	Orthoptera,Coleoptera,Diptera,Lepidoptera	51786	Diptera	0	2025-01-25 22:10:09
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	False	626	628	Dermestidae,Dolichopodidae	42578	Pimpla rufipes	0	2025-01-25 22:11:26
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Caulacanthaceae	BLAST	family	False	658	661	Gigartinaceae	31299	Catenella caespitosa	0	2025-01-25 22:12:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Prasiolaceae	BLAST	family	False	675	679		31305	Prasiola stipitata	0	2025-01-25 22:13:13
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Halymeniaceae	BLAST	family	False	712	715		48608	Grateloupia turuturu	5	2025-01-25 22:14:03
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cladophoraceae	BLAST	family	False	657	661		48610	Chaetomorpha ligustica	0	2025-01-25 22:14:54
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Varunidae	BLAST	family	False	657	661	Penaeidae	31321	Hemigrapsus sanguineus	0	2025-01-25 22:15:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Salticidae	BLAST	family	False	657	658	Theridiidae	43132	Synageles venator	0	2025-01-25 22:16:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Prasiolaceae	BLAST	family	False	660	664		31447	Prasiola stipitata	0	2025-01-25 22:17:37
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Phalangiidae	BLAST	family	True	656	658	Phalangiidae	15818	Rilaena triangularis	0	2025-01-25 22:18:33
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Solieriaceae	BLAST	family	False	673	676		48722	Agardhiella subulata	0	2025-01-25 22:19:24
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Actiniidae	BLAST	family	False	657	658	Edwardsiidae,Merulinidae,Caryophylliidae,Tubiporidae,Xeniidae	31469	Actinia equina	0	2025-01-25 22:20:21
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Fucaceae	BLAST	family	False	663	664		48724	Ascophyllum nodosum	0	2025-01-25 22:21:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	670	673		31497	Phymatolithon lenormandii	0	2025-01-25 22:22:13
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Mactridae	BLAST	family	False	596	652		51958	Spisula solida	2	2025-01-25 22:23:19
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ceramiaceae	BLAST	family	False	658	661		48744	Ceramium virgatum	0	2025-01-25 22:24:10
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Callithamniaceae	BLAST	family	False	615	651		31514	Callithamnion corymbosum	0	2025-01-25 22:25:00
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Solieriaceae	BLAST	family	False	615	651		31518	Agardhiella subulata	2	2025-01-25 22:25:51
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sphacelariaceae	BLAST	family	False	647	652		48767	Sphacelaria fusca	5	2025-01-25 22:26:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Aphididae	BLAST	family	False	659	661	Baetidae,Reduviidae,Culicidae,Fanniidae,Gracillariidae	43499	Macrosiphum cholodkovskyi	0	2025-01-25 22:28:05
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Thomisidae	BLAST	family	True	657	658	Thomisidae	16078	Xysticus ulmi	0	2025-01-25 22:29:02
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tipulidae	BLAST	family	True	657	658	Tipulidae	43619	Tipula vernalis	0	2025-01-25 22:30:10
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	False	657	658	Theridiidae,Salticidae,Lamponidae,Macronyssidae,Sperchontidae,Eupodidae,Phalangiidae	16569	Dicymbium nigrum	0	2025-01-25 22:31:13
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Callithamniaceae	BLAST	family	False	663	664	Corallinaceae,Spongitidaceae,Galaxauraceae,Batrachospermaceae	31717	Callithamnion corymbosum	0	2025-01-25 22:32:06
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Alariaceae	BLAST	family	False	661	664	Chordariaceae,Desmarestiaceae	31719	Undaria pinnatifida	0	2025-01-25 22:33:15
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Pipunculidae	BLAST	family	False	657	658	Cicadidae,Curculionidae	31721	Clistoabdominalis ruralis	0	2025-01-25 22:34:27
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sargassaceae	BLAST	family	False	674	676		48820	Sargassum muticum	0	2025-01-25 22:35:30
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Phyllophoraceae	BLAST	family	False	672	676		49016	Phyllophora pseudoceranoides	0	2025-01-25 22:36:25
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cystocloniaceae	BLAST	family	False	615	649		49019	Cystoclonium purpureum	0	2025-01-25 22:37:15
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	672	676		32210	Ulva australis	0	2025-01-25 22:38:05
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sphacelariaceae	BLAST	family	False	625	649		32212	Sphacelaria fusca	2	2025-01-25 22:39:07
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	658	661		32214	Blidingia marginata	0	2025-01-25 22:39:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cladophoraceae	BLAST	family	False	655	661		49147	Chaetomorpha ligustica	0	2025-01-25 22:40:38
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Halymeniaceae	BLAST	family	False	672	676		32222	Grateloupia turuturu	0	2025-01-25 22:41:25
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	671	674		32223	Phymatolithon lenormandii	2	2025-01-25 22:42:11
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sargassaceae	BLAST	family	False	610	649		49170	Sargassum muticum	0	2025-01-25 22:43:08
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Wrangeliaceae	BLAST	family	False	610	649		32237	Halurus flosculosus	0	2025-01-25 22:43:53
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sargassaceae	BLAST	family	False	669	673		49175	Sargassum muticum	0	2025-01-25 22:44:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tubulariidae	BLAST	family	False	643	652		32248	Tubularia indivisa	8	2025-01-25 22:45:40
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Prasiolaceae	BLAST	family	False	673	676		32256	Prasiola stipitata	0	2025-01-25 22:46:25
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	673	676		32257	Blidingia marginata	0	2025-01-25 22:47:13
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Rhodomelaceae	BLAST	family	False	595	649		49183	Vertebrata fucoides	0	2025-01-25 22:48:01
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Fucaceae	BLAST	family	True	663	664	Fucaceae	32268	Fucus serratus	0	2025-01-25 22:48:58
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Phyllophoraceae	BLAST	family	True	661	664	Phyllophoraceae	49214	Mastocarpus stellatus	0	2025-01-25 22:49:45
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Codiaceae	BLAST	family	False	662	664		32325	Codium tomentosum	0	2025-01-25 22:50:31
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Rhodomelaceae	BLAST	family	False	661	664	Gigartinaceae	32327	Vertebrata fucoides	0	2025-01-25 22:51:17
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Helicidae	BLAST	family	True	654	655	Helicidae	49237	Eobania vermiculata	0	2025-01-25 22:52:13
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cladophoraceae	BLAST	family	False	663	664		32357	Cladophora albida	0	2025-01-25 22:52:59
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cladophoraceae	BLAST	family	False	663	664		32362	Rhizoclonium riparium	0	2025-01-25 22:53:44
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Valloniidae	BLAST	family	False	653	655	Endodontidae,Helicarionidae	32391	Acanthinula aculeata	0	2025-01-25 22:54:44
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Elateridae	BLAST	family	False	663	664	Tingidae,Mycetophilidae,Culicidae,Pediciidae,Drosophilidae	32447	Cidnopus aeruginosus	0	2025-01-25 22:55:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Acrididae	BLAST	family	True	657	658	Acrididae	20005	Acrididae	0	2025-01-25 22:56:59
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	611	649		32694	Phymatolithon lenormandii	0	2025-01-25 22:57:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Halichondriidae	BLAST	family	False	616	649		49717	Halichondria panicea	0	2025-01-25 22:58:36
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sphaeriidae	BLAST	family	True	656	658	Sphaeriidae	32722	Euglesa casertana	0	2025-01-25 22:59:38
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Prasiolaceae	BLAST	family	False	616	652		32747	Prasiola stipitata	0	2025-01-25 23:00:24
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ceramiaceae	BLAST	family	False	648	652		32763	Antithamnionella spirographidis	11	2025-01-25 23:01:10
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Lycosidae	BLAST	family	False	648	651	Eupodidae	20099	Arctosa leopardus	0	2025-01-25 23:02:03
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	654	658	Linyphiidae	20120	Troxochrus scabriculus	0	2025-01-25 23:02:54
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	True	655	658	Ichneumonidae	45102	Pion fortipes	0	2025-01-25 23:04:07
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Diptera	BLAST	order	True	658	661	Hemiptera,Coleoptera,Diptera,Hymenoptera	52710	Diptera	0	2025-01-25 23:05:18
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cystocloniaceae	BLAST	family	False	646	676		49794	Cystoclonium purpureum	0	2025-01-25 23:06:05
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Callithamniaceae	BLAST	family	False	617	652		32911	Callithamnion corymbosum	0	2025-01-25 23:06:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	598	652		32922	Phymatolithon lenormandii	0	2025-01-25 23:07:36
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Codiaceae	BLAST	family	False	598	652		32930	Codium tomentosum	0	2025-01-25 23:08:21
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Callithamniaceae	BLAST	family	False	598	652		32931	Callithamnion corymbosum	0	2025-01-25 23:09:07
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Limacidae	BLAST	family	False	614	652		49814	Lehmannia marginata	0	2025-01-25 23:10:02
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Dictynidae	BLAST	family	True	655	658	Dictynidae	21139	Dictyna uncinata	0	2025-01-25 23:10:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Punctidae	BLAST	family	True	652	655	Punctidae	32953	Punctum pygmaeum	0	2025-01-25 23:11:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Theridiidae	BLAST	family	True	655	658	Theridiidae	45532	Steatoda triangulosa	0	2025-01-25 23:12:48
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Geomitridae	BLAST	family	True	654	655	Geomitridae	46607	Cernuella neglecta	0	2025-01-25 23:13:47
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ephydridae	BLAST	family	True	657	658	Ephydridae	46634	Parydra coarctata	0	2025-01-25 23:14:58
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Lucanidae	BLAST	family	True	656	658	Lucanidae	50277	Dorcus parallelipipedus	0	2025-01-25 23:16:02
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Wrangeliaceae	BLAST	family	False	663	664	Delesseriaceae,Phyllophoraceae,Solieriaceae,Pterocladiaceae	25447	Halurus flosculosus	0	2025-01-25 23:16:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Agriolimacidae	BLAST	family	True	653	655	Agriolimacidae	25552	Deroceras reticulatum	0	2025-01-25 23:17:53
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Littorinidae	BLAST	family	True	657	658	Littorinidae	25568	Littorina fabalis	0	2025-01-25 23:18:51
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ephydridae	BLAST	family	True	657	658	Drosophilidae,Ephydridae	25698	Atissa pygmaea	0	2025-01-25 23:20:00
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Notodontidae	BLAST	family	True	656	658	Notodontidae	25795	Drymonia ruficornis	0	2025-01-25 23:21:06
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Noctuidae	BLAST	family	True	657	658	Noctuidae	36608	Oligia strigilis	0	2025-01-25 23:22:13
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Pentatomidae	BLAST	family	True	656	658	Pentatomidae	36712	Graphosoma italicum	0	2025-01-25 23:23:17
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	False	658	659	Linyphiidae,Ixodidae,Sperchontidae,Eupodidae,Oribatulidae,Phalangiidae	2759	Pelecopsis parallela	4	2025-01-25 23:24:15
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Isotomidae	BLAST	family	True	657	658	Dicyrtomidae,Entomobryidae,Isotomidae,Onychiuridae	26083	Isotomurus antennalis	0	2025-01-25 23:25:14
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	False	657	658	Ochyroceratidae,Theridiidae,Lamponidae,Macronyssidae,Sperchontidae,Eupodidae,Oribatulidae,Nemastomatidae	3057	Tapinocyba praecox	0	2025-01-25 23:26:11
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Dolichopodidae	BLAST	family	True	655	658	Dolichopodidae	46901	Argyra leucocephala	0	2025-01-25 23:27:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	False	657	658	Ixodidae	3674	Micrargus subaequalis	0	2025-01-25 23:28:18
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Varunidae	BLAST	family	True	657	658	Varunidae	26398	Hemigrapsus sanguineus	0	2025-01-25 23:29:12
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Curculionidae	BLAST	family	True	657	658	Curculionidae	26579	Parethelcus pollinarius	0	2025-01-25 23:30:16
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Halichondriidae	BLAST	family	False	613	649		46984	Halichondria panicea	0	2025-01-25 23:31:06
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Mactridae	BLAST	family	False	657	661		50593	Spisula solida	0	2025-01-25 23:32:02
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Champiaceae	BLAST	family	False	673	676		26783	Chylocladia verticillata	0	2025-01-25 23:32:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Delesseriaceae	BLAST	family	False	679	682		47041	Delesseriaceae	0	2025-01-25 23:33:35
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Callithamniaceae	BLAST	family	True	663	664	Callithamniaceae	26889	Callithamnion corymbosum	0	2025-01-25 23:34:22
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Aphididae	BLAST	family	True	657	658	Aphididae	47147	Stomaphis longirostris	0	2025-01-25 23:35:26
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Carabidae	BLAST	family	True	657	658	Carabidae	27195	Amara communis	0	2025-01-25 23:36:32
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Noctuidae	BLAST	family	False	657	658	Erebidae	6388	Noctuidae	0	2025-01-25 23:37:41
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Aphididae	BLAST	family	True	657	658	Aphididae	27699	Uroleucon sonchi	0	2025-01-25 23:38:44
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Veneridae	BLAST	family	False	654	655	Unionidae	50913	Chamelea striatula	0	2025-01-25 23:39:45
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Rhodomelaceae	BLAST	family	True	663	664	Rhodomelaceae	47230	Melanothamnus harveyi	0	2025-01-25 23:40:32
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Salticidae	BLAST	family	True	655	656	Salticidae	6819	Heliophanus flavipes	0	2025-01-25 23:41:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	False	663	664	Culicidae,Eriocraniidae	38862	Buathra laborator	0	2025-01-25 23:42:31
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Pipunculidae	BLAST	family	False	657	658	Dolichopodidae	7171	Clistoabdominalis ruralis	0	2025-01-25 23:43:51
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hybotidae	BLAST	family	True	657	658	Hybotidae	47417	Platypalpus candicans	0	2025-01-25 23:45:08
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ixodidae	BLAST	family	True	657	658	Ixodidae,Hydryphantidae,Lebertiidae,Penthaleidae,Phalangiidae	51066	Ixodes hexagonus	0	2025-01-25 23:46:03
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Pipunculidae	BLAST	family	True	657	658	Pipunculidae	47840	Nephrocerus flavicornis	0	2025-01-25 23:47:12
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Aphididae	BLAST	family	True	657	658	Aphididae	29752	Neotoxoptera formosana	0	2025-01-25 23:48:26
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Lycosidae	BLAST	family	True	657	658	Lycosidae	10142	Arctosa perita	0	2025-01-25 23:49:18
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Dermestidae	BLAST	family	False	660	661	Braconidae,Aphelinidae	51130	Megatoma undata	0	2025-01-25 23:50:25
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	653	657	Linyphiidae	40903	Tiso vagans	0	2025-01-25 23:51:18
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	656	658	Linyphiidae	10471	Centromerus prudens	0	2025-01-25 23:52:08
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	True	657	658	Ichneumonidae	41327	Stenarella domator	0	2025-01-25 23:53:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Delesseriaceae	BLAST	family	False	649	652		30113	Cryptopleura ramosa	0	2025-01-25 23:54:09
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	647	652		30144	Phymatolithon lenormandii	0	2025-01-25 23:54:55
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Semelidae	BLAST	family	False	618	652		30184	Abra tenuis	0	2025-01-25 23:55:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Acinetosporaceae	BLAST	family	False	646	652	Sargassaceae	48206	Pylaiella littoralis	0	2025-01-25 23:56:48
